Log file open, 12/22/22 13:20:00
[2022.12.22-21.20.02:234][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2022.12.22-21.20.02:234][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2022.12.22-21.20.02:234][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2022.12.22-21.20.02:235][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2022.12.22-21.20.02:235][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2022.12.22-21.20.02:236][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2022.12.22-21.20.02:236][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2022.12.22-21.20.02:244][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2022.12.22-21.20.02:697][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2022.12.22-21.20.02:697][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2022.12.22-21.20.02:704][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2022.12.22-21.20.02:704][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2022.12.22-21.20.02:708][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2022.12.22-21.20.02:708][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2022.12.22-21.20.02:708][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2022.12.22-21.20.02:708][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2022.12.22-21.20.02:711][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2022.12.22-21.20.02:711][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2022.12.22-21.20.02:711][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2022.12.22-21.20.02:715][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2022.12.22-21.20.02:715][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2022.12.22-21.20.02:722][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2022.12.22-21.20.02:722][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2022.12.22-21.20.02:722][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2022.12.22-21.20.02:722][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2022.12.22-21.20.02:722][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2022.12.22-21.20.02:722][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2022.12.22-21.20.02:725][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2022.12.22-21.20.02:725][  0]LogTargetPlatformManager:   ADPCM
[2022.12.22-21.20.02:725][  0]LogTargetPlatformManager:   PCM
[2022.12.22-21.20.02:728][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2022.12.22-21.20.02:728][  0]LogTargetPlatformManager:   BINKA
[2022.12.22-21.20.02:733][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2022.12.22-21.20.02:733][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2022.12.22-21.20.02:733][  0]LogTargetPlatformManager:   OGG
[2022.12.22-21.20.02:736][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2022.12.22-21.20.02:736][  0]LogTargetPlatformManager:   OPUS
[2022.12.22-21.20.02:777][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   PCD3D_SM6
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   PCD3D_SM5
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   PCD3D_ES31
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2022.12.22-21.20.02:784][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2022.12.22-21.20.02:791][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2022.12.22-21.20.02:791][  0]LogTargetPlatformManager:   VVM_1_0
[2022.12.22-21.20.02:791][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2022.12.22-21.20.02:792][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2022.12.22-21.20.02:792][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2022.12.22-21.20.02:792][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2022.12.22-21.20.02:792][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2022.12.22-21.20.02:792][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2022.12.22-21.20.02:796][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2022.12.22-21.20.02:796][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2022.12.22-21.20.02:796][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.22-21.20.02:796][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2022.12.22-21.20.02:820][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2022.12.22-21.20.02:821][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.22-21.20.02:821][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2022.12.22-21.20.02:829][  0]LogDerivedDataCache: Speed tests for C:/Users/Andy/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2022.12.22-21.20.02:829][  0]LogDerivedDataCache: Display: Performance to C:/Users/Andy/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.05ms. RandomReadSpeed=796.31MBs, RandomWriteSpeed=126.56MBs. Assigned SpeedClass 'Local'
[2022.12.22-21.20.02:831][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Andy/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2022.12.22-21.20.02:831][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2022.12.22-21.20.02:831][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2022.12.22-21.20.02:831][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2022.12.22-21.20.02:832][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2022.12.22-21.20.02:832][  0]LogShaderCompilers: Guid format shader working directory is -32 characters bigger than the processId version (../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Intermediate/Shaders/WorkingDirectory/14876/).
[2022.12.22-21.20.02:832][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Andy/AppData/Local/Temp/UnrealShaderWorkingDir/D3BF07C54D18C6535B55338C22FD694F/'.
[2022.12.22-21.20.02:832][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2022.12.22-21.20.02:832][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 16 workers.
[2022.12.22-21.20.03:135][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2022.12.22-21.20.03:706][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.22-21.20.03:707][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.22-21.20.03:707][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../Users/Andy/Development/Runebreak/runebreak-game/RunebreakGame/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: ---
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: ---
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2022.12.22-21.20.03:899][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2022.12.22-21.20.04:087][  0]LogSlate: Using FreeType 2.10.0
[2022.12.22-21.20.04:088][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2022.12.22-21.20.04:126][  0]LogAssetRegistry: FAssetRegistry took 0.0124 seconds to start up
[2022.12.22-21.20.04:133][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2022.12.22-21.20.04:381][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2022.12.22-21.20.04:763][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: Available device profiles:
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012472800][00000740056FC000 52] GlobalDefaults, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473C00][00000740064C0000 52] Windows, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473E00][00000740064C2800 52] WindowsEditor, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012472200][0000073FFD520000 52] WindowsServer, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473A00][000007400842C800 52] WindowsClient, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473200][00000740057F2800 52] IOS, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473600][00000740064C5000 52] iPadAir2, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474800][00000740127D0000 52] IPadPro, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474A00][00000740127D2800 52] iPadAir3, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474400][00000740127D7800 52] iPadAir4, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473800][00000740127DA000 52] iPadAir5, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473400][00000740127DC800 52] iPadMini4, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012471400][00000740057F7800 52] iPadMini5, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012472600][00000740127D5000 52] iPadMini6, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476400][00000740127C5000 52] iPhone6S, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476600][00000740127C2800 52] iPhone7, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476800][00000740127C0000 52] iPodTouch7, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476000][00000740127CA000 52] iPhone6SPlus, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012472E00][00000740127CC800 52] iPhone7Plus, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012472C00][0000074008F4C800 52] iPhoneSE, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475200][0000074013020000 52] iPhone8, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474E00][0000074013025000 52] iPhone8Plus, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475000][0000074013027800 52] iPhoneX, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012471800][000007401302A000 52] iPhoneXS, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474200][000007401302C800 52] iPhoneXSMax, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475600][00000740127C7800 52] iPhoneXR, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012471600][0000074013030000 52] iPhone11, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012472000][0000074013035000 52] iPhone11Pro, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476C00][0000074013037800 52] iPhone11ProMax, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012471C00][000007401303A000 52] iPhoneSE2, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476E00][000007401303C800 52] iPhone12Mini, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476A00][0000074013022800 52] iPhone12, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474600][0000074013040000 52] iPhone12Pro, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475400][0000074013045000 52] iPhone12ProMax, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475800][0000074013047800 52] iPhone13Mini, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012471A00][000007401304A000 52] iPhone13, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477000][000007401304C800 52] iPhone13Pro, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012474C00][0000074013032800 52] iPhone13ProMax, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477400][0000074013060000 52] iPhoneSE3, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477800][0000074013065000 52] iPhone14, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477A00][0000074013067800 52] iPhone14Plus, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477E00][000007401306A000 52] iPhone14Pro, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475A00][000007401306C800 52] iPhone14ProMax, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012473000][0000074013042800 52] iPadPro105, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012478000][0000074013070000 52] iPadPro129, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477600][0000074013075000 52] iPadPro97, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012478400][0000074013077800 52] iPadPro2_129, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012478800][000007401307A000 52] iPad5, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012478A00][000007401307C800 52] iPad6, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012478E00][0000074013062800 52] iPad7, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012476200][0000074013080000 52] iPad8, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012475E00][0000074013085000 52] iPad9, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012479000][0000074013087800 52] iPad10, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012478600][000007401308A000 52] iPadPro11, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012479400][000007401308C800 52] iPadPro2_11, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012479800][0000074013072800 52] iPadPro3_11, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012479A00][0000074013090000 52] iPadPro4_11, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012479E00][0000074013095000 52] iPadPro3_129, 
[2022.12.22-21.20.04:763][  0]LogDeviceProfileManager: 	[0000074012477200][0000074013097800 52] iPadPro4_129, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012471200][000007401309A000 52] iPadPro5_129, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247A000][000007401309C800 52] iPadPro6_129, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012479600][0000074013082800 52] AppleTV, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247A400][00000740130A0000 52] AppleTV4K, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247A800][00000740130A5000 52] AppleTV2_4K, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247AA00][00000740130A7800 52] TVOS, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247BC00][00000740130AC800 52] Mac, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247BE00][00000740130AA000 52] MacEditor, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012477C00][0000074013092800 52] MacClient, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247BA00][00000740130B0000 52] MacServer, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247C200][00000740130B7800 52] Linux, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247C400][00000740130B5000 52] LinuxEditor, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247B800][00000740130BA000 52] LinuxArm64Editor, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247CE00][00000740130BC800 52] LinuxArm64, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247A200][00000740130A2800 52] LinuxClient, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247B200][00000740130C0000 52] LinuxArm64Client, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247C600][00000740130C5000 52] LinuxServer, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247CC00][00000740130C7800 52] LinuxArm64Server, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012475C00][00000740130CA000 52] Android, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012479C00][00000740130CC800 52] Android_Preview_OpenGL, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247B400][00000740130B2800 52] Android_Preview_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012478C00][00000740130D0000 52] Android_Low, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247AC00][00000740130D5000 52] Android_Mid, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247CA00][00000740130D7800 52] Android_High, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247C000][00000740130DA000 52] Android_Default, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247D000][00000740130DC800 52] Android_Adreno4xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247B600][00000740130C2800 52] Android_Adreno5xx_Low, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247D400][00000740130E0000 52] Android_Adreno5xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247D800][00000740130E5000 52] Android_Adreno6xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247DA00][00000740130E7800 52] Android_Adreno6xx_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247DE00][00000740130EA000 52] Android_Adreno7xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012474000][00000740130EC800 52] Android_Adreno7xx_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012478200][00000740130D2800 52] Android_Mali_T6xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247E000][00000740130F0000 52] Android_Mali_T7xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247D600][00000740130F5000 52] Android_Mali_T8xx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247E400][00000740130F7800 52] Android_Mali_G71, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247E800][00000740130FA000 52] Android_Mali_G72, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247EA00][00000740130FC800 52] Android_Mali_G72_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247EE00][00000740130E2800 52] Android_Mali_G76, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247AE00][0000074013100000 52] Android_Mali_G76_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074012479200][0000074013105000 52] Android_Mali_G77, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247F000][0000074013107800 52] Android_Mali_G77_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247E600][000007401310A000 52] Android_Mali_G78, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247F400][000007401310C800 52] Android_Mali_G78_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247F800][00000740130F2800 52] Android_Mali_G710, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247FA00][0000074013110000 52] Android_Mali_G710_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247FE00][0000074013115000 52] Android_Xclipse_920, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247D200][0000074013117800 52] Android_Xclipse_920_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007401247A600][000007401311A000 52] Android_Vulkan_SM5, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007400E61EC00][000007401311C800 52] Android_PowerVR_G6xxx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[000007400738F600][0000074013102800 52] Android_PowerVR_GT7xxx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013140000][0000074013120000 52] Android_PowerVR_GE8xxx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013141400][0000074013125000 52] Android_PowerVR_GM9xxx, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013141800][0000074013127800 52] Android_PowerVR_GM9xxx_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013141E00][000007401312A000 52] Android_TegraK1, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013141200][000007401312C800 52] Android_Unknown_Vulkan, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013140600][0000074013112800 52] Oculus_Quest, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013142000][0000074013130000 52] Oculus_Quest2, 
[2022.12.22-21.20.04:764][  0]LogDeviceProfileManager: 	[0000074013140E00][0000074013135000 52] HoloLens, 
